"Particulars","FG/RM/PM","Group","Sub-Group","UOM","Customer","Sale Group","GST","HSN/SAC"
"PM24-5Ply CF Carton CF31 10 Kg","PM","Packaging","Carton","0.000","GENERAL","PM","5%","48191010"
"PM24-5 Ply Del Monte Carton  Prunes 380 x 240 x 170mm 10000 gm","PM","Packaging","Carton","0.000","DELMONTE","PM","5%","48191010"
"PM24-5 Ply Diwali Carton (3P)  Hardik","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5 Ply Diwali Carton (4P)","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5 Ply Diwali Carton 5Pet Hamper","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191090"
"PM24-5 Ply Diwali Carton Celebration","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5 Ply Diwali Carton Mayur Ratna Big","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5 Ply Diwali Carton Mayur Ratna Small","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5 Ply Diwali Carton NWF 4P","PM","Packaging","Carton","0.000","VKC","PM","5%","48191010"
"PM24-5 Ply Diwali Carton NWF 6P","PM","Packaging","Carton","0.000","VKC","PM","5%","48191010"
"PM24-5 Ply Diwali Carton Royal Divine","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5 Ply Diwali Carton Sahi Upahar (Walmart)","PM","Packaging","Carton","0.000","Flipkart","PM","5%","48191010"
"PM24-5ply Diwali Carton Supreme 579x470x318 (8000gm)","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5 Ply Diwali Carton Utsav (Walmart)","PM","Packaging","Carton","0.000","Flipkart","PM","5%","48191010"
"PM24-5 Ply Diwali Carton Vedaka Common","PM","Packaging","Carton","0.000","AMAZON","PM","5%","48191010"
"PM24-5 Ply Diwali Carton Vedaka Rangoli","PM","Packaging","Carton","0.000","AMAZON","PM","5%","48191010"
"PM24-5ply Diwali Greetings Carton (6P-610x430x275 mm) 6720 gm","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5Ply Diwali Magic Movement HOH (4P)","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5Ply Diwali Mahotsav HOH (4P)","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5ply Diwali Moment Carton (3M-435x365x315 mm) 4800gm","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5Ply Diwali Shubhkamnaye HOH (3P)","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5ply Diwali Shubkamnaye Carton (2P- 370x305x215) 3600 gm","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5ply Diwali Signature Carton M4","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5ply Diwali Signature Carton M4 5PLY (466 x 426 x 294)","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-5ply Diwali Uphar Carton","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-Al Barakah Ajwa Dates 400 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","5%","48191010"
"PM24-Al Barakah Date Delights Classic (Cardamom Flavour) Monocarton 210 gm","PM","Packaging","Monocarton ","0.000","GENERAL","PM","5%","48191010"
"PM24-Al Barakah Dates Bottom Printed 250 gm","PM","Packaging","Bottom","0.000","GENERAL","PM","5%","48191010"
"PM24-Al Barakah Dates Bottom Printed 500 gm","PM","Packaging","Bottom","0.000","GENERAL","PM","5%","48191010"
"PM24-Al Barakah Mabroom Dates 400 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","5%","48191010"
"PM24-Al Barakah Seedless Kalmi Dates 400 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","5%","48191010"
"PM24-Al Barakah Seedless Mabroom Dates 400 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","5%","48191010"
"PM24-Al Barakah Seedless Safawi Dates 400 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","5%","48191010"
"PM24-All is Well Choco Crunch 180 gm Monocarton","PM","Packaging","Monocarton ","0.000","Joudae Foods","PM","5%","48191090"
"PM24-All is Well Fig And Dates 180 gm Monocarton","PM","Packaging","Monocarton ","0.000","Joudae Foods","PM","5%","48191090"
"PM24-All Is Well Hazelnut 180 gm Monocarton","PM","Packaging","Monocarton ","0.000","Joudae Foods","PM","5%","48191090"
"PM24-All is Well Oats And Aprictos 180 gm Monocarton","PM","Packaging","Monocarton ","0.000","Joudae Foods","PM","5%","48191090"
"PM24-Anjeer Monocarton 100 gm","PM","Packaging","Monocarton ","0.000","JTC","PM","5%","48191090"
"PM24-Anjeer Monocarton (Cred) 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Bamboo Tongs 5 gm","PM","Packaging","Tong","0.000","RELIANCE","PM","5%","44219011"
"PM24-Bottom Dates Plain 1 Kg","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-Butter Paper 14970 gm","PM","Packaging","Butter Paper","0.000","GENERAL","PM","5%","4804"
"PM24-Café Galleria Specially Selected Dry Fruit Delux Pouch 250 gm","PM","Packaging","Pouch","0.000","Café Galleries","PM","5%","48192090"
"PM24-Café Galleria Specially Selected Dry Fruit Delux Pouch 500 gm Digital","PM","Packaging","Pouch Roll","0.000","Café Galleries","PM","5%","48192090"
"PM24-Café Galleria Specially Selected Snack Roasted Pouch 500 gm Digital","PM","Packaging","Pouch Roll","0.000","Café Galleries","PM","5%","48192090"
"PM24-California Pistachio Roasted & Salted Monocarton (Cred) 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Almond 100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Almond 500 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Almond Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Almonds (Cred) Monocarton 1000 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival Almonds Independence Monocarton (Cred) 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival American Pecan Nut Monocarton (Cred) 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Anjeer Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Anjeer Small (Dried) (Cred) Monocarton 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival Apricot Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Apricot Monocarton (Cred) 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Blackcurrant Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Brazil Nuts Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Brazil Nuts Monocarton (Cred) 250 gm","PM","Packaging","Monocarton","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival California Pista Monocarton 100 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Cashew 400 Monocarton (Cred) 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival Cashewnut Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Cashew (W320) (Cred) Monocarton 200 gm","PM","Packaging","Monocarton","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Chatpata Black Raisin 100 gm","PM","Packaging","Label","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Choco Almond Delight Monocartons 50 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Dates Bite Composite Tin With Tin Lid (127mmx160mm) Cred 200 gm","PM","Packaging","Tin","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival Hazelnut Classic (Cred)Monocarton 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Hazelnut Monocarton 200 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Indian Black Raisin Monocarton 200 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Indian Black Raisin Seedless Monocarton (Cred) 250 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Indian Green Raisin (Cred) 1000 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival Indian Raisins Green 200 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Kashmir Kesar Monocarton 2 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Kashmir Kesar Monocarton 5 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Khalas (Cred) Monocarton","PM","Packaging","Monocarton","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Mamra Almond Monocarton Red (Cred) 250 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival Omani Dates (Cred) 200 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Pecanuts Monocarton (Cred) 250 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Carnival Pitted Prunes Set 250 gm","PM","Packaging","Label","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Premium Mamra 250 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Carnival Roasted Salted Macadamia Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Roasted Salted Pistachio 100 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Roasted Salted Pistachio 250 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Running Almonds (Cred) 200 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Thandai Monocarton","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carnival Walnut Regular Monocarton (Cred) 250 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","5%","48191090"
"PM24-Carnival Walnuts Preimum Monocarton 250 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Carton D Mart  Royal Traditions Mahotsav 500g x 10","PM","Packaging","Carton","0.000","Dmart","PM","5%","48191010"
"PM24-Carton D Mart  Royal Traditions Shubhkamna 300g x 14","PM","Packaging","Carton","0.000","Dmart","PM","5%","48191010"
"PM24-Carton D Mart  Royal Traditions Tyohar 400g x 14","PM","Packaging","Carton","0.000","Dmart","PM","5%","48191010"
"PM24-Carton D Mart  Royal Traditions Utsav 300g x 14","PM","Packaging","Carton","0.000","Dmart","PM","5%","48191010"
"PM24-Chilgoza Giri Pine Nut Kernel 250 gm","PM","Packaging","Monocarton","0.000","JTC","PM","5%","48191010"
"PM24-Choco Berry Bite Monocarton 30 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Corrugated Box-1Kg Bottom Plain 3Ply","PM","Packaging","Bottom","0.000","GENERAL","PM","5%","48191010"
"PM24-Curate Anjeer Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Cashew Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Cashew Monocarton 500 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24- Curate Date Bite Assorted Flavour","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Date Bite-Assorted Monocarton 2 x 210 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24- Curate Date Bite Classic Cardamon","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Date Bite-Classic Monocarton 210 gm","PM","Packaging","Monocarton ","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Date Bite-Rose Monocarton 210 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Dates Bottom Printed 500 gm","PM","Packaging","Bottom","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Hazelnut Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Macadamia Nuts Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Mamra Almond Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Mamra Almond Monocarton 500 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Medjoul Dates Top 500 gm","PM","Packaging","Top","0.000","RELIANCE","PM","5%","48192010"
"PM24-Curate Pista Peshawari Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Pitted Prunes Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Whole Blueberry Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Curate Whole Cranberry Monocarton 200 gm","PM","Packaging","Monocarton","0.000","RELIANCE","PM","5%","48191090"
"PM24-Date Delight Classic Monocarton","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Dates Bottom UnPrinted 250 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-Dates Bottom with Partition UnPrinted 5kg","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48081000"
"PM24-Delmonte Carton With Partition(200Grm)Plain","PM","Packaging","Carton","0.000","DELMONTE","PM","5%","48191010"
"PM24-Delmonte Prune 380*240*170(Od)5Ply 150Gsm All 22Bf","PM","Packaging","Pouch","0.000","DELMONTE","PM","5%","48191010"
"PM24-D Mart Carton Celebration Pack 400 g x 15 (pet) (610x425x315mm)","PM","Packaging","Carton","0.000","Dmart","PM","5%","48191010"
"PM24-D Mart Qwik Snax Monocarton","PM","Packaging","Monocarton ","0.000","Dmart","PM","5%","48192020"
"PM24-Dr Batra Protein Hair Health Bar Monocarton","PM","Packaging","Monocarton ","0.000","Dr Batra","PM","5%","48191090"
"PM24-Dry Fruit Instant Monocarton","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48192020"
"PM24-Dub-10/ / 15 Carton 200 gm","PM","Packaging","Monocarton ","0.000","GENERAL","PM","5%","48191010"
"PM24-Empl-Dryfruits Instant Monocarton175 gm","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48191090"
"PM24-Empl-Dryfruits Instant Monocarton 270 gm","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48191010"
"PM24-Empl-Gondh mono carton","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48191090"
"PM24-Empl-Kamarkas mono carton","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48191090"
"PM24-Empl-Methi mono carton","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48191090"
"PM24-Empl-Wholesome Millet mono carton","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48191090"
"PM24-Fit Bar Assorted Pack Of 12 Monocarton","PM","Packaging","Monocarton ","0.000","Nutrizoe","PM","5%","48191090"
"PM24-FNP Choco Almond Monocartons 50 gm","PM","Packaging","Monocarton ","0.000","FNP","PM","5%","48191020"
"PM24-FNP Monocartons Choco Berry Bite","PM","Packaging","Monocarton ","0.000","FNP","PM","5%","48191020"
"PM24-Golden Tray 200 Small 200 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48192010"
"PM24-Goodlife Dates Carton","PM","Packaging","Carton","0.000","RELIANCE","PM","5%","48191010"
"PM24-Hamper-5 Pet Diwali Carton 500 x 315 x 310 ID 5 PLY","PM","Packaging","Carton","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-8 Dates Box","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-9 Dates Box","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Almond 100 Gm (Monocarton) Non Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Almond 100 Gm (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Almond 150 gm (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Cashew 100 Gm (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Cashew 125 gm (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Cashew 150 gm (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Celebrating Moment 300 Gm Red Printed","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Celebrating Moment 300 Gm Red Printed Blue","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Celebrating Moment 300 Gm Tray","PM","Packaging","Hamper-Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Celebration 4P Exclusive 550 Gm Orange Printed","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Celebration 4P Exclusive 550 Gm Tray","PM","Packaging","Hamper-Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Classic Diya Partition","PM","Packaging","Partition ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Diya With Dimond","PM","Packaging","Hamper-Diya","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-D Mart Festive Pack Dry Fruit 400g Sleeve (pouch)","PM","Packaging","Pouch","0.000","Dmart","PM","5%","48191010"
"PM24-Hamper-D Mart Festive Pack Dry Fruit Box 300g (for Pouch)","PM","Packaging","Hamper-Box","0.000","Dmart","PM","5%","49191090"
"PM24-Hamper-D Mart Festive Pack Dry Fruits 500g","PM","Packaging","Hamper-Box","0.000","Dmart","PM","5%","48191010"
"PM24-Hamper-D Mart Premia 400 gm Tray","PM","Packaging","Hamper-Tray","0.000","Dmart","PM","5%","48191010"
"PM24-Hamper-Dmart Premia Celebration Pack 400g (pet) & Tray","PM","Packaging","Hamper-Tray","0.000","Dmart","PM","5%","48191010"
"PM24-Hamper-Festive Greeting 560 Gm Tray","PM","Packaging","Hamper-Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Festive Greeting 560 Gm Yellow Printed","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper Gift Box Mayur Ratna Big 520g","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper Gift Box Mayur Ratna Small 360g","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper Gift Box Royal Divine 550g","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper Gift Box Utsav 700g","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Golden Partition For Mdf Celebration Box ( 4 Pet)","PM","Packaging","Partition ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Golden Partition For Mdf Classic Box ( 3 Pet )","PM","Packaging","Partition ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Hardik Shubh 280 Gm Blue Printed","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Hardik Shubh 280 Gm(Set)","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Hardik Shubh 280 Gm Tray","PM","Packaging","Hamper-Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Hat Box Big","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Hat Box Small","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-HOH Chocolate Dates","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-HOH Ribbons Narrow Woven Fabrics Polyster Strip Printed","PM","Packaging","Ribbon","0.000","HOH/Common","PM","5%","58063200"
"PM24-Hamper-Mdf Printed Box 11 x 11-Radha Krishan, Gateway Of India N Elephant ( Premium Dates Box)","PM","Packaging","Hamper-MDF Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Mdf Vakratund Partition (Paper)","PM","Packaging","Partition ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Mdf Vakratund Tray","PM","Packaging","Hamper-MDF Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Metal Dry Fruit Stand (250 Gm x3)","PM","Packaging","Hamper Metal","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper Modak Printed Box","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48192020"
"PM24-Hamper-Net Potli Basket","PM","Packaging","Hamper-Basket","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Octagon Box","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Open Tray","PM","Packaging","Hamper-Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Open Tray Hamper Small (Cardboard)(14 x 8)","PM","Packaging","Hamper-Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Orange Open Basket","PM","Packaging","Hamper-Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Organic Carry Bag HOH (Orange)","PM","Packaging","Bag","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper Paper Bag","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper-Pista 150 gm (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper Printed Carry Bag Blue","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper Printed Carry Bag Green","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper Printed Carry Bag Orange","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper Printed Carry Bag Yellow","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper-Raisin 100 G (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper-Raisin 200 gm (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper Rakhi Gift Box","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48192020"
"PM24-Hamper-Red/Pink Generic Box","PM","Packaging","Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Sahi Uphaar 300 Gm Chocolaty Printed","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Sahi Uphaar 300 Gm Tray","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Sahi Uphar R/S Almond 100G (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Sahi Uphar R/S Cashew 100G (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Sahi Uphar R/S Pista 100G (Monocarton) Printed","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Shubkamnayein 180 Gm Yellow","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Signature Collection 600 Gm Blue Non Printed / Printed","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Signature Collection 600 Gm Chocolaty Printed","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper Triangle Printed Carry Bag","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-Hamper-Urban Platter-6 Pcs Energy Bar Magnetic HB Box","PM","Packaging","Hamper-Box","0.000","Istore","PM","5%","48191010"
"PM24-Hamper-Velvet Potli-Yellow Small","PM","Packaging","Hamper-Potli","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Wellness TGOW Bento Blue Box","PM","Packaging","Box","0.000","TGOW","PM","5%","48191010"
"PM24-Hamper-Wellness TGOW Bento Golden Tray","PM","Packaging","Tray","0.000","TGOW","PM","5%","48191010"
"PM24-Hamper-Wooden Diwali Box-4 P-12 x 12","PM","Packaging","Hamper-MDF Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Wooden Diwali Box-6P-10 x 15""","PM","Packaging","Hamper-MDF Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Wooden Diwali Box-P-12 x 14","PM","Packaging","Hamper-MDF Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Hamper-Wooden Diwali Box-P-14 x 18""","PM","Packaging","Hamper-MDF Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Healing Hand Bar Monocarton 210 gm","PM","Packaging","Monocarton","0.000","Healing Hands","PM","5%","48191010"
"PM24-Healthy Bite Monocarton","PM","Packaging","Monocarton ","0.000","Lactobite","PM","5%","48191090"
"PM24-HOH 7 Cavity Printed Box","PM","Packaging","Box","0.000","HOH/Common","PM","5%","48192020"
"PM24-HOH Diwali Fudge Box(Chikki Box)","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48192020"
"PM24-HOH Diwali Gift Box Madhur Mahotsav 400gm(4P)Bag","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-HOH Diwali Gift Box Madhur Mahotsav 400gm(4P)Sleeve","PM","Packaging","Sleeve","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH Diwali Gift Box Madhur Mahotsav 400gm(4P) Tray","PM","Packaging","Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH Diwali Gift Box Mangalmay Mahotsav 600gm(6P)Sleeve","PM","Packaging","Sleeve","0.000","HOH/Common","PM","5%","48191010"
